"component"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"PC3"	"GO_BP"	"0015986"	"proton motive force-driven ATP synthesis "	6	640	16	6459	0.78125	0.247716364762347	0.0340413582872001	1	3.15380859375	"P06576;P18859;P48047;P56134;Q06055;O75964"
"PC3"	"GO_BP"	"0032868"	"response to insulin "	8	640	29	6459	1.09375	0.448985911131754	0.0371544743052509	1	2.43604525862069	"O15156;P01100;P04040;P18146;P58004;P80365;Q8TDD2;Q99523"
"PC2"	"GO_BP"	"0032355"	"response to estradiol "	10	640	40	6459	1.40625	0.619290911905868	0.0374478935653409	1	2.2707421875	"P01019;P01137;P01178;P02511;P09619;P15428;P24385;P24468;P35222;Q06495"
"PC2"	"GO_BP"	"0006306"	"DNA methylation "	5	640	11	6459	0.625	0.170305000774114	0.0387188886958521	1	3.66988636363636	"O95936;P35226;P46100;P49711;Q03164"
"PC2"	"GO_BP"	"0007202"	"activation of phospholipase C activity "	5	640	11	6459	0.625	0.170305000774114	0.0387188886958521	1	3.66988636363636	"P01019;P28223;P41595;P47901;Q9HBW0"
"PC2"	"GO_BP"	"0042246"	"tissue regeneration "	5	640	11	6459	0.625	0.170305000774114	0.0387188886958521	1	3.66988636363636	"P05090;P46531;P48230;P48431;Q13444"
"PC3"	"GO_BP"	"0001523"	"retinoid metabolic process "	5	640	11	6459	0.625	0.170305000774114	0.0387188886958521	1	3.66988636363636	"O75911;P00352;P11766;P42330;Q07954"
"PC2"	"GO_BP"	"0051091"	"positive regulation of DNA-binding transcription factor activity "	10	640	41	6459	1.40625	0.634773184703515	0.0400102879580317	1	2.21535823170732	"O14495;P12643;P15336;P16885;P35222;Q02577;Q9BZL6;Q9BZR9;Q9HBH7;Q9UP38"
"PC2"	"GO_BP"	"0010595"	"positive regulation of endothelial cell migration "	10	640	41	6459	1.40625	0.634773184703515	0.0400102879580317	1	2.21535823170732	"O14495;O14786;P01019;P09486;P14921;P23771;P35613;P35968;P62745;Q9BZL6"
"PC2"	"GO_BP"	"0007200"	"phospholipase C-activating G protein-coupled receptor signaling pathway "	6	640	17	6459	0.78125	0.263198637559994	0.0409281292052956	1	2.96829044117647	"O43603;P01019;P28223;P30556;P41595;Q96RI0"
"PC3"	"GO_BP"	"0048146"	"positive regulation of fibroblast proliferation "	8	640	30	6459	1.09375	0.464468183929401	0.0424374387704202	1	2.35484375	"P05106;P05412;P11802;P15408;P16234;P29590;Q8N6T7;Q8WUW1"
"PC1"	"GO_BP"	"0043066"	"negative regulation of apoptotic process "	34	634	234	6459	5.20504731861199	3.62285183464933	0.0472795898736745	1	1.43672652268867	"O15392;O15519;O60238;O60356;P04233;P05783;P06748;P07148;P15559;P23528;P29353;P37840;P50453;P55008;P56693;P61247;P61978;P62753;P85299;Q02763;Q13131;Q13286;Q53EL6;Q6FIF0;Q8N2F6;Q92843;Q96J02;Q99497;Q99623;Q9NR00;Q9NZ56;Q9Y241;Q5VXH4;O95521"
"PC2"	"GO_BP"	"2001234"	"negative regulation of apoptotic signaling pathway "	6	640	18	6459	0.78125	0.278680910357641	0.0485976507135907	1	2.80338541666667	"P06400;P35222;P35226;P55061;P56270;Q9NY61"
"PC2"	"GO_BP"	"0043627"	"response to estrogen "	6	640	18	6459	0.78125	0.278680910357641	0.0485976507135907	1	2.80338541666667	"P09619;P18405;P23771;P24385;P35221;P37173"
"PC2"	"GO_BP"	"0042475"	"odontogenesis of dentin-containing tooth "	6	640	18	6459	0.78125	0.278680910357641	0.0485976507135907	1	2.80338541666667	"P12643;P35221;P35222;P35613;Q9C0K0;Q9UNE0"
"PC2"	"GO_BP"	"0045669"	"positive regulation of osteoblast differentiation "	9	640	34	6459	1.25	0.526397275119988	0.0494466005807274	1	2.37463235294118	"O00299;P05019;P12643;P13164;P17676;P35222;P40189;Q96AC1;Q9GZV5"
"PC2"	"GO_CC"	"0005886"	"plasma membrane "	200	640	1509	6459	31.09375	23.3627496516489	1.14251687272169e-05	0.00614674077524268	1.33091140656064	"A1A5C7;B0I1T2;O00159;O00299;O14495;O14786;O14798;O14817;O15018;O43493;O43556;O43603;O43707;O60636;O75110;O75534;O75791;O94910;O94956;O95721;P00748;P00918;P01042;P01137;P05023;P05556;P06576;P06858;P07355;P08174;P08238;P08588;P08962;P09486;P09619;P0DP23;P0DP24;P10114;P11142;P11279;P12259;P13164;P13637;P15529;P16066;P16885;P20273;P20339;P22732;P26006;P28223;P29508;P30556;P34998;P35070;P35221;P35222;P35414;P35613;P35968;P36382;P36941;P37173;P39656;P40189;P41220;P41595;P46531;P47901;P48048;P48426;P48634;P51148;P52799;P52961;P53708;P54709;P55061;P55290;P56557;P60033;P61018;P61769;P62330;P62745;P62979;P63167;P68402;P84077;Q00610;Q01082;Q01628;Q04900;Q05516;Q05682;Q06495;Q07157;Q08334;Q09666;Q12879;Q13241;Q13421;Q13444;Q13454;Q13636;Q13813;Q13882;Q14118;Q14213;Q14916;Q16288;Q1HG43;Q29980;Q460N5;Q494U1;Q4VCS5;Q5IJ48;Q5SW96;Q5VST9;Q685J3;Q6EMK4;Q6GTX8;Q6J9G0;Q6UXG8;Q70E73;Q7RTX0;Q7Z3B1;Q7Z699;Q7Z6G8;Q7Z6L0;Q86VZ4;Q8IV16;Q8IV61;Q8IZJ1;Q8N3R9;Q8N5I2;Q8TAV3;Q8TD16;Q8WUG5;Q8WX93;Q8WY64;Q969X2;Q96AC1;Q96AP7;Q96GZ6;Q96JJ7;Q96RI0;Q99075;Q9BQG1;Q9BRK0;Q9BXJ1;Q9BXL7;Q9BXS0;Q9BZL6;Q9GZV5;Q9H254;Q9H307;Q9H3T2;Q9HA38;Q9HBW0;Q9HCF6;Q9NP60;Q9NPC2;Q9NQC3;Q9NQX7;Q9NR00;Q9NRX4;Q9NUN5;Q9NV96;Q9NZN3;Q9NZV1;Q9UHG3;Q9UJM3;Q9ULC0;Q9ULD8;Q9UM47;Q9UNE0;Q9UP38;Q9UQQ2;Q9Y228;Q9Y272;Q9Y287;Q9Y490;A6NMB1;P63215;Q8NBR0;Q8TBH0;Q92806;Q96KN1;Q99805;Q9NS28;Q9Y2U2;A6NHA9;Q13046;Q5GH73;Q8NGC4;Q8NGE9;Q8NGN4;Q8NHV5;A6NKF7"
"PC2"	"GO_CC"	"0005615"	"extracellular space "	77	640	461	6459	11.875	7.13732775971513	3.73496912032065e-05	0.00846665000479819	1.66378796095445	"O00299;O14786;O43300;O43707;O95407;P00748;P01019;P01042;P01137;P01178;P02763;P02776;P04080;P04155;P05019;P05090;P06858;P07355;P08962;P09237;P09486;P09529;P09683;P10720;P10915;P11142;P12259;P12277;P12643;P15529;P19835;P22692;P23946;P24593;P29508;P35070;P37173;P40189;P47929;P49862;P50454;P55290;P61769;P62979;P63104;Q02985;Q08629;Q12805;Q13007;Q13421;Q13444;Q14118;Q14213;Q16674;Q29980;Q6EMK4;Q6SPF0;Q6UWY2;Q76LX8;Q99075;Q9BUR5;Q9BXJ1;Q9BXJ3;Q9BXS0;Q9GZT5;Q9H1J5;Q9NY56;Q9UBP4;Q9UJW2;Q9Y240;Q9Y287;P05015;Q53RD9;Q9BZD7;P60985;Q6NT52;Q8N6Y2"
"PC2"	"GO_CC"	"0005576"	"extracellular region "	84	640	553	6459	12.96875	8.56169685709862	0.000258305223838972	0.0347420526063418	1.51474061934901	"O15018;O43707;O95407;P00387;P00748;P01019;P01042;P01137;P01178;P02763;P02776;P02794;P04080;P04155;P05019;P05090;P06858;P07237;P07355;P08174;P08238;P09110;P09237;P09486;P09529;P09683;P0DP23;P10915;P11142;P12259;P12643;P19835;P22692;P23946;P24593;P29508;P34059;P35070;P35968;P37173;P40189;P46531;P49862;P49908;P55268;P55290;P61769;P68402;Q04900;Q10471;Q12805;Q13007;Q13421;Q13813;Q14118;Q14213;Q685J3;Q6P988;Q6UX34;Q7Z3B1;Q8IV16;Q92563;Q96RI0;Q99075;Q99674;Q99944;Q9BU76;Q9BUR5;Q9BXS0;Q9GZT5;Q9H1J5;Q9NZV1;Q9ULC0;Q9UM47;Q9Y240;Q9Y287;Q9Y490;O60234;P05015;Q13046;Q1ZYL8;Q8IVN8;Q8IW92;P0CJ71"
"PC3"	"GO_CC"	"0022626"	"cytosolic ribosome "	19	640	70	6459	2.8125	1.08375909583527	0.00088749726891838	0.523623388661844	2.59513392857143	"P05386;P05388;P15880;P18124;P23396;P32969;P61254;P61513;P62241;P62263;P62269;P62753;P62829;P62851;P62891;P62917;P63220;P83881;Q9Y3U8"
"PC2"	"GO_CC"	"0009986"	"cell surface "	40	640	230	6459	6.09375	3.56092274345874	0.00212356662977473	0.163211263831258	1.7112839673913	"O14798;P01137;P02511;P05556;P06576;P06858;P07355;P08174;P08238;P08962;P09486;P09619;P12643;P15529;P20273;P26006;P46531;P52961;P53708;Q06495;Q12879;Q13421;Q13444;Q29980;Q4VCS5;Q6EMK4;Q76LX8;Q8TAV3;Q96AC1;Q96JJ7;Q99075;Q99944;Q9H3T2;Q9HBL0;Q9HBW0;Q9HDC9;Q9UM47;Q9UP38;Q9Y490;Q13046"
"PC2"	"GO_CC"	"0043209"	"myelin sheath "	9	640	21	6459	1.25	0.325127728750581	0.00304290402884442	0.204635295939787	3.84464285714286	"O60636;O94832;P00918;P0DP23;P0DP24;P13637;P18405;Q8TBF2;Q8NFK1"
"PC2"	"GO_CC"	"0005912"	"adherens junction "	20	640	90	6459	2.96875	1.3934045517882	0.00370598903512786	0.221535788988754	2.13057291666667	"O14495;P07355;P35221;P35222;P46531;P52799;P55290;P78344;Q00587;Q07157;Q12965;Q13444;Q14118;Q8N3R9;Q96AC1;Q96AP7;Q96HC4;Q9Y490;Q2TBC4;Q9NYL9"
"PC1"	"GO_CC"	"0000786"	"nucleosome "	10	634	31	6459	1.41955835962145	0.479950456727048	0.00705854193868513	1	2.95771853057902	"P06899;Q15306;Q5QNW6;Q6FI13;Q93079;Q99879;Q99880;Q9H2F5;Q9HAF1;Q9UBU8"
"PC2"	"GO_CC"	"0042470"	"melanosome "	15	640	62	6459	2.1875	0.959900913454095	0.00743553429438092	0.387924702737484	2.2788810483871	"P05023;P05556;P07237;P07355;P08238;P08962;P11142;P11279;P20339;P35613;P51148;P54709;P55209;P63104;Q00610"
"PC3"	"GO_CC"	"1990904"	"ribonucleoprotein complex "	20	640	98	6459	2.96875	1.51726273416938	0.00857475110638455	1	1.95664859693878	"O43390;P05388;P08670;P11142;P14866;P17844;P18124;P22626;P23396;P26651;P31942;P55795;P61254;P62241;P62753;Q07352;Q4G0J3;Q7L2J0;Q9BUJ2;P57723"
"PC2"	"GO_CC"	"0042383"	"sarcolemma "	11	640	38	6459	1.5625	0.588326366310574	0.00865259560009257	0.387924702737484	2.65583881578947	"O43556;P05023;P05556;P07355;P11279;P22732;P35613;Q09666;Q13884;Q14118;Q5VST9"
"PC2"	"GO_CC"	"0098685"	"Schaffer collateral - CA1 synapse "	10	640	33	6459	1.40625	0.510915002322341	0.0103658197887823	0.428985465104989	2.75241477272727	"O43300;P05556;P08588;P10114;P35080;P35222;P52799;P62745;Q13136;Q9BVA1"
"PC1"	"GO_CC"	"0022626"	"cytosolic ribosome "	16	634	70	6459	2.36593059936909	1.08375909583527	0.0104257617881607	1	2.18307796304642	"P08865;P15880;P18077;P18124;P18621;P25398;P30050;P46778;P46783;P49207;P61247;P62249;P62424;P62753;P62899;P84098"
"PC2"	"GO_CC"	"0042734"	"presynaptic membrane "	9	640	29	6459	1.25	0.448985911131754	0.0145131980259534	0.557721466997353	2.78405172413793	"O94910;P13637;P28223;P35222;P52799;Q12879;Q7Z6L0;Q6MZT1;Q92806"
"PC1"	"GO_CC"	"0070062"	"extracellular exosome "	133	634	1108	6459	20.820189274448	17.1543582597925	0.0155693606055735	1	1.21369677367924	"O00468;O00560;O14494;O14950;O15400;O43795;O76041;O94766;O95630;O95833;P00558;P00750;P04233;P04632;P05783;P05787;P06703;P06753;P07108;P07148;P07339;P07910;P08240;P08263;P08670;P08865;P09651;P0CG47;P11766;P13473;P14923;P15259;P15880;P17844;P18077;P18433;P21926;P22626;P23528;P25685;P26006;P26447;P27824;P29508;P30050;P31997;P35579;P37837;P40259;P40926;P41222;P41240;P49006;P49207;P49591;P50453;P50502;P51665;P52209;P53007;P56706;P60763;P61158;P61204;P61225;P61247;P61604;P61978;P62249;P62258;P62854;P62857;P62899;P62937;P63218;P67936;P68371;P78417;Q02818;Q03167;Q13404;Q14019;Q14204;Q14254;Q14974;Q15435;Q16181;Q16543;Q16555;Q16772;Q5QNW6;Q6FI13;Q6UXI9;Q7KZF4;Q7LBR1;Q7Z7M0;Q86VE9;Q8NC51;Q92520;Q92743;Q93079;Q969L2;Q969X1;Q96J02;Q99497;Q99653;Q99879;Q99880;Q9BRK5;Q9BUQ8;Q9BV40;Q9BXL7;Q9H190;Q9H254;Q9H6S3;Q9H8S9;Q9HCU0;Q9NP85;Q9NZQ7;Q9UBR2;Q9UHL4;Q9UJ70;Q9UL25;Q9UL46;Q9UMR5;Q9UN36;Q9Y226;Q9Y3C5;Q9Y6E0;P27482;Q15181;Q8N0Y7;Q9Y536"
"PC2"	"GO_CC"	"0005925"	"focal adhesion "	43	640	290	6459	6.5625	4.48985911131754	0.0179025689907605	0.60197388231432	1.46162715517241	"O14786;O14817;O43707;O95819;P05556;P07237;P09619;P11142;P15529;P26006;P35221;P35222;P35613;P36578;P52799;P53708;P55290;P60033;P61769;P61981;P62273;P62330;P62701;P62745;P63104;P63173;P84077;Q00587;Q00610;Q09666;Q13136;Q13884;Q14118;Q15366;Q68CZ2;Q8WX93;Q96AC1;Q9C004;Q9HBL0;Q9NZN3;Q9UP38;Q9Y490;Q53RD9"
"PC3"	"GO_CC"	"0022625"	"cytosolic large ribosomal subunit "	11	640	46	6459	1.5625	0.712184548691748	0.0299745167797694	1	2.19395380434783	"P05386;P05388;P18124;P32969;P61254;P61513;P62829;P62891;P62917;P83881;Q9Y3U8"
"PC1"	"GO_CC"	"0000785"	"chromatin "	50	634	365	6459	7.72870662460568	5.65102957114104	0.0320948170873634	1	1.36766345447474	"O14519;O43186;O60341;O75376;O75531;O95503;O95600;P05114;P07910;P0DME0;P14651;P15036;P19419;P23511;P31314;P35227;P37275;P41162;P42229;P50548;P51531;P55055;P55209;P56177;P56693;P61978;P78411;Q00978;Q01892;Q02447;Q04741;Q13131;Q13185;Q13485;Q14186;Q15306;Q8NHW3;Q8TDD2;Q8TDI0;Q99497;Q9BUQ8;Q9BW11;Q9BYE0;Q9BZ95;Q9H1E3;O15370;Q9BXK1;Q9UJ04;Q6ZN79;Q5VV16"
"PC1"	"GO_CC"	"0032580"	"Golgi cisterna membrane "	10	634	38	6459	1.41955835962145	0.588326366310574	0.0328819582324924	1	2.41287564336709	"O00461;O43286;P98194;Q16842;Q9NYA3;Q9NZ42;Q9UBV7;Q9UL25;A6NMD2;F8WBI6"
"PC2"	"GO_CC"	"0097060"	"synaptic membrane "	6	640	16	6459	0.78125	0.247716364762347	0.0340413582872001	0.963907934658614	3.15380859375	"P02511;P05556;P10114;P26006;Q12879;Q13614"
"PC3"	"GO_CC"	"0005753"	"mitochondrial proton-transporting ATP synthase complex "	6	640	16	6459	0.78125	0.247716364762347	0.0340413582872001	1	3.15380859375	"P06576;P18859;P48047;P56134;Q06055;O75964"
"PC3"	"GO_CC"	"0005925"	"focal adhesion "	41	640	290	6459	6.25	4.48985911131754	0.0471840853262742	1	1.39202586206897	"O14817;O43491;O95425;P04040;P05106;P05386;P05388;P06756;P08670;P11142;P14209;P14625;P15311;P15880;P16070;P17301;P17948;P18084;P18124;P23396;P32969;P49023;P61513;P61586;P61769;P61981;P62241;P62258;P62263;P62269;P62829;P62917;P63104;Q03001;Q05209;Q07954;Q14108;Q5VW36;Q7Z4I7;Q96QB1;Q9UHB9"
"PC2"	"GO_CC"	"0031982"	"vesicle "	16	640	84	6459	2.34375	1.30051091500232	0.0476114511914338	1	1.80217633928571	"B0I1T2;O00159;O00299;O14817;O94832;P07355;P0DP23;P0DP24;P29508;P60033;P62979;P63104;Q06495;Q09666;Q12965;Q7Z6L0"
"PC2"	"GO_CC"	"0043235"	"receptor complex "	14	640	70	6459	2.03125	1.08375909583527	0.0487790216967373	1	1.87426339285714	"O14786;P05556;P09619;P16066;P26006;P35968;P37173;P40189;P46531;Q13133;Q13241;Q14213;Q16288;Q9UM47"
"PC1"	"GO_MF"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	61	634	378	6459	9.46372239747634	5.85229911751045	0.000482951605519631	0.225957861232183	1.61709478744179	"O15156;O43186;O60481;O95600;P14651;P15036;P19419;P23511;P31314;P37275;P42229;P49591;P52744;P54727;P55055;P56177;P56693;P78411;Q00839;Q00978;Q01892;Q02447;Q03923;Q04741;Q13485;Q15306;Q8NA42;Q8NHW3;Q8TDD2;Q96KN3;Q96N58;Q96SQ5;Q9BW11;Q9BYE0;Q9C0K0;Q9UBX2;Q9UI36;O15370;P17035;P17038;P35789;Q0D2J5;Q68DY1;Q6ECI4;Q6ZN55;Q9BXK1;O75373;Q03938;Q0VGE8;Q5VIY5;Q68DI1;Q6IQ21;Q6ZNG1;Q8IYB9;Q8N823;Q9H8G1;Q9P255;B7Z6K7;P0DPD5;Q5VV16;Q96IR2"
"PC2"	"GO_MF"	"0000978"	"RNA polymerase II cis-regulatory region sequence-specific DNA binding "	58	640	378	6459	8.90625	5.85229911751045	0.00301864351370842	1	1.52183779761905	"O15119;O15534;O43474;O75444;O94916;O95936;P10074;P12757;P14921;P15336;P17676;P19419;P23511;P23771;P24468;P32519;P35226;P35713;P42229;P48378;P48431;P49711;P52738;P56270;P78411;Q02577;Q03112;Q05516;Q06945;Q13133;Q13761;Q14494;Q14592;Q8TAU3;Q99612;Q9C0K0;Q9NZI6;Q9P1Z2;Q9Y222;O43345;O75346;P17032;Q7Z340;Q86Y25;Q8N184;B4DU55;O75373;P0CG40;P10075;Q14586;Q5JVG8;Q5T0B9;Q6ZN06;Q6ZNG1;Q8TF32;Q8TF45;Q9HCZ1;P0DPD5"
"PC2"	"GO_MF"	"0008083"	"growth factor activity "	13	640	44	6459	1.875	0.681220003096454	0.00329091748236341	1	2.75241477272727	"P01019;P01137;P04155;P05019;P09529;P12643;P35070;Q12805;Q16674;Q99075;Q9Y240;O60234;Q92914"
"PC3"	"GO_MF"	"0003735"	"structural constituent of ribosome "	23	640	122	6459	3.4375	1.8888372813129	0.0113026431481054	1	1.81990266393443	"P05386;P05388;P15880;P18124;P23396;P32969;P52815;P61254;P61513;P62241;P62263;P62269;P62753;P62829;P62851;P62891;P62917;P63220;P83881;Q86TS9;Q9Y3U8;O75394;Q9Y3D5"
"PC2"	"GO_MF"	"0001228"	"DNA-binding transcription activator activity, RNA polymerase II-specific "	28	640	159	6459	4.21875	2.46168137482582	0.0123866381788984	1	1.71376768867925	"O15119;O43474;O43680;O75444;O94916;P14921;P15336;P17676;P19419;P23771;P32519;P35713;P48378;P48431;Q02577;Q03112;Q05516;Q06945;Q13029;Q13133;Q14494;Q99612;Q9C0K0;Q9NZI6;Q9Y222;O43345;Q14586;Q6ZNG1"
"PC3"	"GO_MF"	"0003729"	"mRNA binding "	21	640	115	6459	3.125	1.78046137172937	0.0214075848946886	1	1.75516304347826	"O00571;O43390;P14866;P15880;P18124;P23396;P26651;P52298;P52756;P52815;Q07352;Q07666;Q16560;Q16629;Q4G0J3;Q96DH6;Q9H1J1;Q9UBU9;Q9UQ35;Q9Y3Y2;P57723"
