"category"	"Category"	"Term_accession"	"Term_description"	"Count_query"	"Pop_query"	"Count_universe"	"Pop_universe"	"%_query"	"%_universe"	"pval"	"adjpval"	"fold_change"	"Proteins_in_query"
"up_in_tubules"	"GO_BP"	"0007035"	"vacuolar acidification "	12	935	17	4387	1.17647058823529	0.387508547982676	0.00503383404906029	0.448766305473725	3.03598615916955	"O15342;P15313;P21281;P27449;P38606;P61421;Q16864;Q8NHE4;Q93050;Q99437;Q9UI12;Q9Y5K8"
"up_in_tubules"	"GO_BP"	"0150104"	"transport across blood-brain barrier "	14	935	22	4387	1.3903743315508	0.501481650330522	0.00540091832961136	0.458563684842717	2.7725328147788	"O14745;O15244;O76082;P06213;P08183;P53794;P98164;Q6ZSM3;Q8TCC7;Q8WWT9;Q92887;Q9NSD5;Q9UHI5;Q9Y6R1"
"up_in_tubules"	"GO_BP"	"0006091"	"generation of precursor metabolites and energy "	13	935	19	4387	1.28342245989305	0.433097788921814	0.0065867857993732	0.499754854480102	2.96335491134253	"O75191;P06576;P09669;P10176;P12074;P13073;P15954;P36957;P46926;Q02218;Q15067;Q99798;Q9UII2"
"up_in_tubules"	"GO_BP"	"0006749"	"glutathione metabolic process "	13	935	20	4387	1.28342245989305	0.455892409391384	0.00752242705313601	0.558853643155896	2.8151871657754	"O75874;P00390;P00441;P04179;P08263;P09210;P16444;P30711;P36969;Q16772;Q16775;Q9UHE5;Q9Y2Q3"
"up_in_tubules"	"GO_BP"	"0006629"	"lipid metabolic process "	21	935	46	4387	2.13903743315508	1.04855254160018	0.00850351461914548	0.606470662637456	2.03999069983725	"O14773;O14880;O60488;P06576;P09960;P10909;P14550;P16662;P16930;P25705;P35914;P41235;P52758;P98164;Q15067;Q16772;Q8WUD6;Q96E52;Q99714;Q99735;Q9NPJ3"
"up_in_tubules"	"GO_BP"	"0006508"	"proteolysis "	33	935	89	4387	3.42245989304813	2.02872122179166	0.0106607388900056	0.655451635892414	1.68700354503395	"A6NFA1;O14773;O43895;O96009;P05156;P05981;P07711;P07858;P09622;P09668;P09960;P10619;P12955;P13798;P14091;P15085;P15144;P16444;P20807;P22695;P27487;P28838;P53634;Q96KP4;Q99538;Q9NXJ5;Q9UBX1;Q9UJW2;Q9Y4P1;Q9Y4W6;Q9Y5Y6;Q96FV2;Q9HB40"
"up_in_tubules"	"GO_BP"	"0000038"	"very long-chain fatty acid metabolic process "	8	935	9	4387	0.748663101604278	0.205151584226123	0.012611506267043	0.728659281179907	3.64931669637552	"P09110;P33121;P49753;P78329;Q15067;Q86TX2;Q99424;Q9HCS2"
"up_in_tubules"	"GO_BP"	"0033539"	"fatty acid beta-oxidation using acyl-CoA dehydrogenase "	8	935	9	4387	0.748663101604278	0.205151584226123	0.012611506267043	0.728659281179907	3.64931669637552	"P11310;P13804;P16219;P38117;P49748;Q6JQN1;Q709F0;Q92947"
"up_in_tubules"	"GO_BP"	"0046415"	"urate metabolic process "	7	935	7	4387	0.641711229946524	0.159562343286984	0.0154709984981088	0.77592996011179	4.02169595110772	"O00476;P35575;Q14916;Q5VZK9;Q7RTY1;Q9NRM0;Q9NSA0"
"up_in_tubules"	"GO_BP"	"0006107"	"oxaloacetate metabolic process "	7	935	7	4387	0.641711229946524	0.159562343286984	0.0154709984981088	0.77592996011179	4.02169595110772	"P00505;P17174;P35558;P40925;P40926;Q16822;Q9NQR4"
"up_in_tubules"	"GO_BP"	"1990961"	"xenobiotic detoxification by transmembrane export across the plasma membrane "	7	935	8	4387	0.641711229946524	0.182356963756553	0.0231658527082126	0.983151451044698	3.51898395721925	"O00476;O76082;P08183;Q5T2W1;Q86VL8;Q96BI1;Q96FL8"
"up_in_tubules"	"GO_BP"	"0071294"	"cellular response to zinc ion "	7	935	8	4387	0.641711229946524	0.182356963756553	0.0231658527082126	0.983151451044698	3.51898395721925	"P02795;P04731;P04732;P13640;P80297;P80294;Q8N339"
"up_in_tubules"	"GO_BP"	"0071280"	"cellular response to copper ion "	10	935	15	4387	0.962566844919786	0.341919307043538	0.0253316750494809	1	2.8151871657754	"P02795;P04731;P04732;P13640;P19801;P29972;P41181;P80297;P80294;Q8N339"
"up_in_tubules"	"GO_BP"	"0001676"	"long-chain fatty acid metabolic process "	8	935	11	4387	0.748663101604278	0.250740825165261	0.0255331793929067	1	2.98580456976179	"O14975;O60488;P23786;P33121;P49753;P78329;Q86TX2;Q9HCS2"
"up_in_tubules"	"GO_BP"	"0006123"	"mitochondrial electron transport, cytochrome c to oxygen "	8	935	11	4387	0.748663101604278	0.250740825165261	0.0255331793929067	1	2.98580456976179	"P09669;P10176;P10606;P12074;P13073;P14854;P15954;P20674"
"up_in_tubules"	"GO_BP"	"0072593"	"reactive oxygen species metabolic process "	10	935	16	4387	0.962566844919786	0.364713927513107	0.028569369063696	1	2.63923796791444	"O43181;O75489;P00441;P28331;P58004;Q02962;Q12983;Q13423;Q9P0J0;Q9UII2"
"up_in_tubules"	"GO_BP"	"0045926"	"negative regulation of growth "	7	935	9	4387	0.641711229946524	0.205151584226123	0.0330610141109816	1	3.12798573975045	"P02795;P04731;P04732;P13640;P80297;P80294;Q8N339"
"up_in_tubules"	"GO_BP"	"0055085"	"transmembrane transport "	10	935	17	4387	0.962566844919786	0.387508547982676	0.033193799688683	1	2.48398867568418	"O15342;O95255;P08183;P54710;Q86VL8;Q8NHE4;Q92887;Q96FL8;Q9Y6R1;Q7Z3F1"
"up_in_tubules"	"GO_BP"	"0022904"	"respiratory electron transport chain "	8	935	12	4387	0.748663101604278	0.27353544563483	0.034522242322218	1	2.73698752228164	"P04179;P13804;P21912;P31040;P38117;P47985;Q16718;Q9UBK2"
"up_in_tubules"	"GO_BP"	"0097401"	"synaptic vesicle lumen acidification "	8	935	12	4387	0.748663101604278	0.27353544563483	0.034522242322218	1	2.73698752228164	"P15313;P21281;P38606;P61421;Q16864;Q93050;Q9UI12;Q9Y5K8"
"up_in_tubules"	"GO_BP"	"0016241"	"regulation of macroautophagy "	12	935	23	4387	1.17647058823529	0.524276270800091	0.0368052622108662	1	2.24398976982097	"O15342;P15313;P21281;P27449;P38606;P61421;Q8NHE4;Q93050;Q99437;Q9UI12;Q9Y5K8;Q9Y5X3"
"up_in_tubules"	"GO_BP"	"0030855"	"epithelial cell differentiation "	14	935	29	4387	1.3903743315508	0.661043993617506	0.0376141214369771	1	2.10330075603909	"O14773;O43598;P00558;P07858;P08263;P09210;P09525;P16152;P17931;P49748;Q16762;Q9BUT1;Q9H479;Q9Y2Q3"
"up_in_tubules"	"GO_BP"	"0035435"	"phosphate ion transmembrane transport "	6	935	7	4387	0.53475935828877	0.159562343286984	0.0427676823163826	1	3.35141329258976	"O43826;P11473;Q00325;Q02978;Q06495;Q9UBX3"
"up_in_tubules"	"GO_BP"	"0046716"	"muscle cell cellular homeostasis "	6	935	7	4387	0.53475935828877	0.159562343286984	0.0427676823163826	1	3.35141329258976	"O95817;P00441;P04075;P08237;P13473;P20807"
"up_in_tubules"	"GO_BP"	"0033540"	"fatty acid beta-oxidation using acyl-CoA oxidase "	6	935	7	4387	0.53475935828877	0.159562343286984	0.0427676823163826	1	3.35141329258976	"P09110;P22307;P43155;Q08426;Q15067;Q99424"
"up_in_tubules"	"GO_BP"	"0006520"	"amino acid metabolic process "	6	935	7	4387	0.53475935828877	0.159562343286984	0.0427676823163826	1	3.35141329258976	"P09417;P12955;P20711;P49895;Q03154;Q86WA6"
"up_in_tubules"	"GO_BP"	"1900118"	"negative regulation of execution phase of apoptosis "	6	935	7	4387	0.53475935828877	0.159562343286984	0.0427676823163826	1	3.35141329258976	"P0CJ68;P0CJ70;P0CJ71;P0CJ73;P0CJ74;P0CJ77"
"up_in_tubules"	"GO_BP"	"0051452"	"intracellular pH reduction "	7	935	10	4387	0.641711229946524	0.227946204695692	0.0453307188173447	1	2.8151871657754	"B7ZAQ6;P27449;P38606;Q16864;Q99437;Q9UI12;Q9Y5K8"
"up_in_tubules"	"GO_BP"	"0009083"	"branched-chain amino acid catabolic process "	7	935	10	4387	0.641711229946524	0.227946204695692	0.0453307188173447	1	2.8151871657754	"P09622;P11182;P30084;Q02252;Q6NVY1;Q96RQ3;Q9HCC0"
"up_in_tubules"	"GO_BP"	"0042632"	"cholesterol homeostasis "	12	935	25	4387	1.17647058823529	0.56986551173923	0.045973747273504	1	2.06447058823529	"O95445;P02649;P05413;P25063;P34913;P35575;P41235;P61916;Q15067;Q3KR37;Q6IAA8;Q8WUA8"
"up_in_tubules"	"GO_BP"	"0006811"	"monoatomic ion transport "	12	935	25	4387	1.17647058823529	0.56986551173923	0.045973747273504	1	2.06447058823529	"P48764;P55017;P78369;Q14916;Q1EHB4;Q96BI1;Q9H4A3;Q9NSA0;Q9UBX3;Q9Y342;Q9Y666;Q9Y694"
"up_in_tubules"	"GO_BP"	"0045429"	"positive regulation of nitric oxide biosynthetic process "	9	935	15	4387	0.855614973262032	0.341919307043538	0.0466913282101385	1	2.50238859180036	"O94760;P00966;P01019;P04179;P04424;P06213;P07900;P10909;Q9BYV1"
"up_in_tubules"	"GO_BP"	"0009409"	"response to cold "	9	935	15	4387	0.855614973262032	0.341919307043538	0.0466913282101385	1	2.50238859180036	"P04179;P07900;P08588;P09467;P10809;P11310;P49748;Q8WXI4;Q9UHG2"
"up_in_tubules"	"GO_CC"	"0005739"	"mitochondrion "	235	935	496	4387	25.0267379679144	11.3061317529063	9.59263676278304e-26	5.49658086507468e-23	2.21355442470243	"O00217;O14521;O14561;O14832;O14949;O14966;O15239;O43181;O43521;O43674;O43837;O43920;O75146;O75154;O75208;O75306;O75390;O75438;O75439;O75489;O75521;O75874;O75936;O95139;O95169;O95299;O95563;O95831;P00390;P00441;P00505;P04040;P04179;P04181;P05091;P05141;P05165;P05166;P05496;P06576;P07195;P07900;P07954;P08559;P09622;P09669;P0C7P0;P0CG47;P10109;P10176;P10515;P10606;P10620;P10636;P10809;P10909;P11182;P11310;P11586;P11766;P12074;P12236;P13073;P13804;P14854;P15848;P15954;P16219;P16435;P18859;P19404;P19419;P21397;P21399;P21912;P22307;P22695;P23378;P23786;P24539;P24752;P25325;P25705;P27144;P27338;P28331;P30038;P30044;P30048;P30049;P30084;P30405;P30837;P31040;P31930;P31937;P32189;P32248;P33121;P35232;P35613;P35914;P36542;P36957;P36969;P38117;P38646;P40926;P40939;P42126;P42704;P42765;P43155;P45954;P47985;P48047;P48735;P49448;P49748;P49753;P49821;P49914;P50440;P51970;P53597;P54819;P55084;P56134;P56181;P58004;P59942;P61604;P78540;P80404;Q00325;Q01484;Q02218;Q02252;Q02318;Q02978;Q07021;Q08AH3;Q12931;Q12983;Q13423;Q13825;Q14894;Q15119;Q15785;Q16698;Q16762;Q16775;Q16822;Q16836;Q16891;Q6IB77;Q6JQN1;Q6NVY1;Q6P587;Q6YN16;Q709F0;Q86WA6;Q86WU2;Q86XE5;Q8IYU8;Q8N465;Q8WYQ3;Q92667;Q92947;Q96A26;Q96FX8;Q96I99;Q96IX5;Q96RQ3;Q99714;Q99798;Q9BPX6;Q9BT30;Q9BTZ2;Q9BUP0;Q9BV23;Q9BWL3;Q9BXF6;Q9BY49;Q9BYV1;Q9GZT3;Q9H1K1;Q9H9B4;Q9HCC0;Q9NP81;Q9NPH5;Q9NUB1;Q9NWX6;Q9NX47;Q9NZ45;Q9NZE8;Q9P0J0;Q9UBX3;Q9UF12;Q9UI17;Q9UII2;Q9UJ68;Q9UJS0;Q9ULD0;Q9Y2Q3;Q9Y2R0;Q9Y2S7;Q9Y3A0;Q9Y3B8;Q9Y4P1;Q9Y4W6;Q9Y5L4;Q9Y5U8;Q9Y6C9;Q9Y6M9;O75947;O75964;P56385;Q96DC8;Q96I36;Q9BQC6;Q9BSE5;Q9BW72;Q9BYN8;Q9BZJ4;Q9H1A3;Q9NP92;Q9NX20;P0DPI2;P82909;Q5TC12;Q86YB7;Q9BQ48;Q9NRP2;Q9BPW8"
"up_in_tubules"	"GO_CC"	"0005759"	"mitochondrial matrix "	103	935	155	4387	10.9090909090909	3.53316617278322	3.60180117574988e-18	6.87944024568228e-16	3.08762463343108	"O00217;O14561;O43837;O75251;O75306;O75390;O75489;O95169;O95299;P00390;P00441;P00505;P04179;P04181;P05091;P05165;P05166;P06576;P07954;P08559;P09622;P10109;P10515;P10809;P11182;P11310;P13804;P16219;P23378;P24539;P24752;P25325;P25705;P27144;P28331;P30038;P30044;P30048;P30049;P30084;P30405;P30837;P31937;P35914;P36542;P36957;P38117;P38646;P40926;P42126;P42765;P43251;P45954;P48735;P49448;P49748;P49753;P49914;P52758;P53597;P61604;P78540;P80404;Q02218;Q02252;Q02318;Q07021;Q08AH3;Q12931;Q13825;Q15119;Q16698;Q16762;Q16775;Q16822;Q16836;Q53H82;Q6IB77;Q6JQN1;Q6NVY1;Q6P587;Q86XE5;Q8N465;Q8WXI4;Q92947;Q96CM8;Q96I99;Q96RQ3;Q99714;Q99798;Q9BT30;Q9BYV1;Q9H1K1;Q9HCC0;Q9NP81;Q9NPJ3;Q9NR19;Q9NUB1;Q9UI17;Q9ULD0;Q9Y2Q3;Q9Y2S7;Q9Y3B8"
"up_in_tubules"	"GO_CC"	"0005743"	"mitochondrial inner membrane "	106	935	170	4387	11.2299465240642	3.87508547982676	3.02100873930677e-17	4.32759501905695e-15	2.89798678829821	"O14521;O14561;O14949;O15239;O43181;O43674;O43676;O43678;O43920;O75208;O75438;O75439;O75489;O95139;O95169;O95299;O95563;O95831;O96000;P05141;P05496;P06576;P07195;P09669;P10176;P10606;P10809;P10909;P12074;P12236;P13073;P14854;P15954;P17931;P18859;P19404;P20674;P21912;P22695;P23786;P24539;P25705;P30049;P30405;P31040;P31930;P35232;P36542;P40939;P43155;P47985;P48047;P48201;P49748;P49821;P50440;P51970;P55084;P56134;P56181;Q00325;Q02318;Q02978;Q06055;Q12931;Q13423;Q16718;Q16891;Q709F0;Q86WU2;Q8IYU8;Q96E52;Q96IX5;Q9BPX6;Q9BUP0;Q9H9B4;Q9NZE8;Q9P0J0;Q9UBX3;Q9UF12;Q9UJS0;Q9Y2R0;Q9Y3A0;Q9Y4W6;Q9Y5L4;Q9Y5U8;Q9Y6M9;O43677;O75380;O75947;O75964;O95178;P0DJ07;P56378;P56385;P82673;Q8NE62;Q9BQC6;Q9BW72;Q9BYN8;Q9BZJ4;Q9NP92;Q9NX20;P82909;Q96EL2;Q9BQ48"
"up_in_tubules"	"GO_CC"	"0070062"	"extracellular exosome "	307	935	966	4387	32.7272727272727	22.0196033736038	3.17282755566973e-12	3.03005031566459e-10	1.48627893845285	"O00764;O14745;O14773;O14966;O14975;O15244;O43175;O43278;O43451;O43598;O43776;O43865;O43895;O60488;O60494;O60635;O60658;O60888;O75309;O75390;O75629;O75674;O75874;O75891;O75936;O76082;O94760;O95154;O95793;O95954;O96009;P00352;P00390;P00441;P00491;P00505;P00558;P00918;P00966;P01009;P01019;P01034;P01042;P01833;P02649;P02794;P04040;P04066;P04075;P04179;P04216;P04424;P05023;P05026;P05062;P05091;P05154;P05156;P05186;P05388;P05413;P05787;P05937;P05981;P06213;P06576;P06744;P06865;P07108;P07148;P07195;P07711;P07858;P07900;P07942;P07954;P08183;P08195;P08263;P08697;P08F94;P09210;P09417;P09467;P09525;P09668;P09960;P0C0L5;P0CG47;P0DUB6;P10451;P10586;P10599;P10619;P10643;P10768;P10809;P10909;P11142;P11586;P11766;P12955;P13473;P13798;P14174;P14550;P14649;P15144;P15311;P15313;P15328;P15586;P15848;P15924;P15941;P16083;P16152;P16278;P16422;P16444;P16930;P17174;P17858;P17931;P18827;P19801;P20711;P21281;P21399;P21695;P22352;P22735;P23526;P24752;P25311;P25325;P25705;P26641;P27449;P27487;P28325;P28332;P28838;P29972;P30039;P30044;P30046;P30086;P30711;P31639;P32119;P32189;P32754;P33908;P34896;P34913;P35232;P35558;P35613;P36969;P37088;P37837;P38606;P38646;P40121;P40925;P40926;P41181;P42330;P43251;P43652;P46926;P48735;P48764;P49189;P49773;P49908;P50053;P50135;P50440;P50591;P51148;P51570;P51606;P51690;P51993;P52758;P52788;P53634;P54710;P54819;P55017;P60022;P60174;P61421;P61457;P61604;P61916;P62829;P98164;Q00325;Q00796;Q03154;Q06830;Q07837;Q08257;Q12794;Q12929;Q13113;Q13183;Q13228;Q13277;Q13347;Q13510;Q14019;Q14117;Q14151;Q14894;Q14914;Q15274;Q16706;Q16772;Q16851;Q16864;Q1EHB4;Q3LXA3;Q4KMG9;Q4U2R8;Q5T2W1;Q5T9L3;Q5VZK9;Q695T7;Q6IAA8;Q6ZMH5;Q7Z4W1;Q8IXL6;Q8NI35;Q8TCC7;Q8TF65;Q8WWT9;Q8WXI4;Q92484;Q92673;Q92820;Q92896;Q93050;Q93088;Q93099;Q96C23;Q96F07;Q96F10;Q96HD9;Q96IU4;Q96JG6;Q96KP4;Q96PU5;Q99519;Q99538;Q99828;Q9BRA2;Q9BUF7;Q9BUT1;Q9BX97;Q9BXJ7;Q9BYF1;Q9BZV1;Q9C0H2;Q9H0T7;Q9H254;Q9H2A2;Q9H2M3;Q9H6S3;Q9HBB8;Q9HBJ8;Q9NQ84;Q9NQR4;Q9NSA0;Q9NSD5;Q9UBR1;Q9UBX1;Q9UBX5;Q9UEF7;Q9UI12;Q9UJ68;Q9UNF0;Q9Y2Q3;Q9Y2S2;Q9Y5K8;Q9Y617;Q9Y624;Q9Y653;Q9Y6R1;P19961;P82980;Q96FN5;Q96FV2;Q9HB40;Q9NS93;Q9P1U1;Q14390;Q53SF7;Q7Z3F1;Q8WW52;Q96SA4;Q9H1C7;Q5R3I4;Q8N2U0"
"up_in_tubules"	"GO_CC"	"0016324"	"apical plasma membrane "	80	935	142	4387	8.44919786096257	3.23683610667882	2.1147625958175e-11	1.73108423914775e-09	2.61032612789034	"O00476;O14493;O14745;O15244;O43451;O43570;O43865;O60494;O75146;O76082;P04216;P04626;P05023;P05026;P05981;P07711;P07858;P07900;P08183;P08195;P08237;P08F94;P11168;P13498;P14550;P15311;P15313;P15328;P15941;P16422;P16444;P21145;P21281;P21860;P27487;P29972;P31639;P37088;P38606;P41181;P48029;P48764;P53794;P55017;P61421;P78329;P82251;P98164;Q01484;Q06495;Q07837;Q13183;Q13277;Q14916;Q1EHB4;Q5T2W1;Q695T7;Q86VL8;Q8N307;Q8NI35;Q8TCC7;Q8WUU8;Q92887;Q96BI1;Q96FL8;Q96HD9;Q99828;Q9BUF7;Q9BX84;Q9BXJ7;Q9BYF1;Q9BZW2;Q9H0T7;Q9HBA0;Q9HBB8;Q9HCS2;Q9NRM0;Q9NSA0;Q9UEF7;Q9UHI5"
"up_in_tubules"	"GO_CC"	"0005747"	"mitochondrial respiratory chain complex I "	27	935	33	4387	2.7807486631016	0.752222475495783	1.47722434664705e-06	0.000105806193828595	3.69671041970507	"O00217;O14561;O15239;O43181;O43674;O43676;O43678;O43920;O75251;O75306;O75438;O75489;O95139;O95169;O95299;O96000;P19404;P28331;P49821;P51970;P56181;Q16718;Q9P0J0;Q9Y6M9;O43677;O75380;O95178"
"up_in_tubules"	"GO_CC"	"0016323"	"basolateral plasma membrane "	41	935	80	4387	4.27807486631016	1.82356963756553	2.34367979354948e-05	0.00122084411063987	2.34598930481283	"O15244;O43570;O75309;O75781;O95255;P04626;P05023;P05026;P07900;P08195;P15311;P15313;P15328;P15924;P16422;P21860;P29972;P35613;P41181;P53794;Q01484;Q12955;Q14244;Q4U2R8;Q6ZMH5;Q6ZSM3;Q8N307;Q8N370;Q8TCC7;Q8WWT9;Q96FL8;Q9H0T7;Q9H2B4;Q9NPI9;Q9NRM0;Q9NSD5;Q9UHI5;Q9UM01;Q9Y5Y6;Q9Y694;Q9Y6R1"
"up_in_tubules"	"GO_CC"	"0005782"	"peroxisomal matrix "	21	935	26	4387	2.13903743315508	0.592660132208799	3.08191964507545e-05	0.00147161663052353	3.60921431509667	"O14832;O75521;O75874;P04040;P07148;P09110;P14920;P22307;P30044;P34913;P35914;P43155;P49753;Q08426;Q14894;Q15067;Q99424;Q9BTZ2;Q9NYQ3;Q9P0Z9;Q9Y2Q3"
"up_in_tubules"	"GO_CC"	"0005753"	"mitochondrial proton-transporting ATP synthase complex "	16	935	16	4387	1.60427807486631	0.364713927513107	6.79679484619712e-05	0.00255358240362139	4.39872994652406	"P05496;P06576;P18859;P24539;P25705;P30049;P36542;P48047;P48201;P56134;Q06055;Q96IX5;O75947;O75964;P56378;P56385"
"up_in_tubules"	"GO_CC"	"0005777"	"peroxisome "	27	935	43	4387	2.7807486631016	0.980168680191475	7.13042206944892e-05	0.00255358240362139	2.83701032209924	"O14832;O75521;O75874;P00441;P04040;P09110;P14920;P19801;P20138;P22307;P30044;P34913;P35914;P43155;P48735;P51648;P52758;Q08426;Q15067;Q6YN16;Q709F0;Q99424;Q9BTZ2;Q9BY49;Q9P0Z9;Q9Y2Q3;Q96CN7"
"up_in_tubules"	"GO_CC"	"0031526"	"brush border membrane "	20	935	26	4387	2.03208556149733	0.592660132208799	7.92408499539426e-05	0.00267088276609465	3.42875359934183	"O00337;O00476;O14745;O60494;O76082;P07900;P15328;P29972;P48764;P82251;P98164;Q06495;Q07837;Q5T2W1;Q695T7;Q9BX84;Q9BXJ7;Q9BYF1;Q9HBB8;Q9HBJ8"
"up_in_tubules"	"GO_CC"	"0042645"	"mitochondrial nucleoid "	11	935	14	4387	1.06951871657754	0.319124686573969	0.00451878334924181	0.0835246083585664	3.35141329258976	"P04179;P05141;P06576;P11182;P38646;P40939;P42704;P49748;P55084;Q99714;Q9Y2S7"
