"Uniprot_Accession","Uniprot_ID","KEGG_ID","Pathway_ID","Pathway_name"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04210","Apoptosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05213","Endometrial cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05131","Shigellosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05415","Diabetic cardiomyopathy - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05200","Pathways in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04725","Cholinergic synapse - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04923","Regulation of lipolysis in adipocytes - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04920","Adipocytokine signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04929","GnRH secretion - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05169","Epstein-Barr virus infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04062","Chemokine signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04917","Prolactin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05167","Kaposi sarcoma-associated herpesvirus infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05218","Melanoma - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa01521","EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04066","HIF-1 signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05222","Small cell lung cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05211","Renal cell carcinoma - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04140","Autophagy - animal - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04213","Longevity regulating pathway - multiple species - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04261","Adrenergic signaling in cardiomyocytes - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05135","Yersinia infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05017","Spinocerebellar ataxia - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05223","Non-small cell lung cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05205","Proteoglycans in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04728","Dopaminergic synapse - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05230","Central carbon metabolism in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04510","Focal adhesion - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05170","Human immunodeficiency virus 1 infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04922","Glucagon signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa01524","Platinum drug resistance - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04915","Estrogen signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05163","Human cytomegalovirus infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04931","Insulin resistance - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa01522","Endocrine resistance - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04630","JAK-STAT signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04611","Platelet activation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04024","cAMP signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04935","Growth hormone synthesis, secretion and action - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04218","Cellular senescence - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04152","AMPK signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04014","Ras signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05215","Prostate cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04550","Signaling pathways regulating pluripotency of stem cells - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04910","Insulin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05226","Gastric cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05212","Pancreatic cancer - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04620","Toll-like receptor signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa04068","FoxO signaling pathway - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05161","Hepatitis B - Homo sapiens (human)"
"Q9Y243","AKT3_HUMAN","hsa:10000","path:hsa05225","Hepatocellular carcinoma - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","path:hsa01100","Metabolic pathways - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","path:hsa04146","Peroxisome - Homo sapiens (human)"
"O14734","ACOT8_HUMAN","hsa:10005","path:hsa00120","Primary bile acid biosynthesis - Homo sapiens (human)"
"Q8IZP0","ABI1_HUMAN","hsa:10006","path:hsa05132","Salmonella infection - Homo sapiens (human)"
"Q8IZP0","ABI1_HUMAN","hsa:10006","path:hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"P46926","GNPI1_HUMAN","hsa:10007","path:hsa01100","Metabolic pathways - Homo sapiens (human)"
"P46926","GNPI1_HUMAN","hsa:10007","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"Q9Y6H6","KCNE3_HUMAN","hsa:10008","path:hsa04974","Protein digestion and absorption - Homo sapiens (human)"
"P22223","CADH3_HUMAN","hsa:1001","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa05417","Lipid and atherosclerosis - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa04622","RIG-I-like receptor signaling pathway - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q92844","TANK_HUMAN","hsa:10010","path:hsa04140","Autophagy - animal - Homo sapiens (human)"
"Q6ZMV8","ZN730_HUMAN","hsa:100129543","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"O75373","ZN737_HUMAN","hsa:100129842","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","path:hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","path:hsa05014","Amyotrophic lateral sclerosis - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","path:hsa05203","Viral carcinogenesis - Homo sapiens (human)"
"Q9UBN7","HDAC6_HUMAN","hsa:10013","path:hsa05034","Alcoholism - Homo sapiens (human)"
"A6NFI3","ZN316_HUMAN","hsa:100131017","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q9BY31","ZN717_HUMAN","hsa:100131827","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"P43631","KI2S2_HUMAN","hsa:100132285","path:hsa04650","Natural killer cell mediated cytotoxicity - Homo sapiens (human)"
"P43631","KI2S2_HUMAN","hsa:100132285","path:hsa04612","Antigen processing and presentation - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","path:hsa05160","Hepatitis C - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","path:hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","path:hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"A6NM45","CLD24_HUMAN","hsa:100132463","path:hsa04530","Tight junction - Homo sapiens (human)"
"P25063","CD24_HUMAN","hsa:100133941","path:hsa04640","Hematopoietic cell lineage - Homo sapiens (human)"
"B7U540","KCJ18_HUMAN","hsa:100134444","path:hsa04725","Cholinergic synapse - Homo sapiens (human)"
"B7U540","KCJ18_HUMAN","hsa:100134444","path:hsa04921","Oxytocin signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04370","VEGF signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04270","Vascular smooth muscle contraction - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04912","GnRH signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa05231","Choline metabolism in cancer - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa00590","Arachidonic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa00592","alpha-Linolenic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04724","Glutamatergic synapse - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04014","Ras signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa00564","Glycerophospholipid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04913","Ovarian steroidogenesis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa00591","Linoleic acid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04750","Inflammatory mediator regulation of TRP channels - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04921","Oxytocin signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04010","MAPK signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04072","Phospholipase D signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa00565","Ether lipid metabolism - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04664","Fc epsilon RI signaling pathway - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04666","Fc gamma R-mediated phagocytosis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04726","Serotonergic synapse - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa01100","Metabolic pathways - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04730","Long-term depression - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04217","Necroptosis - Homo sapiens (human)"
"P0C869","PA24B_HUMAN","hsa:100137049","path:hsa04611","Platelet activation - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","path:hsa04613","Neutrophil extracellular trap formation - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","path:hsa05034","Alcoholism - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","path:hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","path:hsa05206","MicroRNAs in cancer - Homo sapiens (human)"
"Q9UQL6","HDAC5_HUMAN","hsa:10014","path:hsa05203","Viral carcinogenesis - Homo sapiens (human)"
"Q8WUM4","PDC6I_HUMAN","hsa:10015","path:hsa03250","Viral life cycle - HIV-1 - Homo sapiens (human)"
"Q8WUM4","PDC6I_HUMAN","hsa:10015","path:hsa04144","Endocytosis - Homo sapiens (human)"
"B3GLJ2","PATE3_HUMAN","hsa:100169851","path:hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa05200","Pathways in cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa04068","FoxO signaling pathway - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa01521","EGFR tyrosine kinase inhibitor resistance - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa04210","Apoptosis - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa05169","Epstein-Barr virus infection - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa05206","MicroRNAs in cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa04151","PI3K-Akt signaling pathway - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa05210","Colorectal cancer - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa04215","Apoptosis - multiple species - Homo sapiens (human)"
"O43521","B2L11_HUMAN","hsa:10018","path:hsa04932","Non-alcoholic fatty liver disease - Homo sapiens (human)"
"Q9UQQ2","SH2B3_HUMAN","hsa:10019","path:hsa04722","Neurotrophin signaling pathway - Homo sapiens (human)"
"P55283","CADH4_HUMAN","hsa:1002","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","path:hsa00520","Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","path:hsa01250","Biosynthesis of nucleotide sugars - Homo sapiens (human)"
"Q9Y223","GLCNE_HUMAN","hsa:10020","path:hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q9Y3Q4","HCN4_HUMAN","hsa:10021","path:hsa04024","cAMP signaling pathway - Homo sapiens (human)"
"Q9Y3Q4","HCN4_HUMAN","hsa:10021","path:hsa04742","Taste transduction - Homo sapiens (human)"
"Q9Y5Q6","INSL5_HUMAN","hsa:10022","path:hsa04926","Relaxin signaling pathway - Homo sapiens (human)"
"Q9Y5Q6","INSL5_HUMAN","hsa:10022","path:hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa04310","Wnt signaling pathway - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05225","Hepatocellular carcinoma - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05200","Pathways in cancer - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05224","Breast cancer - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05022","Pathways of neurodegeneration - multiple diseases - Homo sapiens (human)"
"Q92837","FRAT1_HUMAN","hsa:10023","path:hsa05226","Gastric cancer - Homo sapiens (human)"
"Q9Y2X0","MED16_HUMAN","hsa:10025","path:hsa04919","Thyroid hormone signaling pathway - Homo sapiens (human)"
"Q92643","GPI8_HUMAN","hsa:10026","path:hsa00563","Glycosylphosphatidylinositol (GPI)-anchor biosynthesis - Homo sapiens (human)"
"Q92643","GPI8_HUMAN","hsa:10026","path:hsa01100","Metabolic pathways - Homo sapiens (human)"
"Q02080","MEF2B_HUMAN","hsa:100271849","path:hsa04022","cGMP-PKG signaling pathway - Homo sapiens (human)"
"Q02080","MEF2B_HUMAN","hsa:100271849","path:hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"A8K0Z3","WASH1_HUMAN","hsa:100287171","path:hsa04144","Endocytosis - Homo sapiens (human)"
"A6NN14","ZN729_HUMAN","hsa:100287226","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","path:hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","path:hsa04530","Tight junction - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","path:hsa05160","Hepatitis C - Homo sapiens (human)"
"H7C241","CLD34_HUMAN","hsa:100288814","path:hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","path:hsa04657","IL-17 signaling pathway - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","path:hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"O15263","DFB4A_HUMAN","hsa:100289462","path:hsa05150","Staphylococcus aureus infection - Homo sapiens (human)"
"Q86T29","ZN605_HUMAN","hsa:100289635","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"Q6ZMS7","ZN783_HUMAN","hsa:100289678","path:hsa05168","Herpes simplex virus 1 infection - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","path:hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"P33151","CADH5_HUMAN","hsa:1003","path:hsa05418","Fluid shear stress and atherosclerosis - Homo sapiens (human)"
"A6NHP3","SPE2B_HUMAN","hsa:100310812","path:hsa04914","Progesterone-mediated oocyte maturation - Homo sapiens (human)"
"A6NHP3","SPE2B_HUMAN","hsa:100310812","path:hsa04114","Oocyte meiosis - Homo sapiens (human)"
"Q9UGN5","PARP2_HUMAN","hsa:10038","path:hsa04210","Apoptosis - Homo sapiens (human)"
"Q9UGN5","PARP2_HUMAN","hsa:10038","path:hsa03410","Base excision repair - Homo sapiens (human)"
"Q9Y6F1","PARP3_HUMAN","hsa:10039","path:hsa03410","Base excision repair - Homo sapiens (human)"
"Q9Y6F1","PARP3_HUMAN","hsa:10039","path:hsa04210","Apoptosis - Homo sapiens (human)"
"P0DMC3","ELA_HUMAN","hsa:100506013","path:hsa04371","Apelin signaling pathway - Homo sapiens (human)"
"P0DMC3","ELA_HUMAN","hsa:100506013","path:hsa04080","Neuroactive ligand-receptor interaction - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","path:hsa04514","Cell adhesion molecules - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","path:hsa05160","Hepatitis C - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","path:hsa04530","Tight junction - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","path:hsa05130","Pathogenic Escherichia coli infection - Homo sapiens (human)"
"Q16625","OCLN_HUMAN","hsa:100506658","path:hsa04670","Leukocyte transendothelial migration - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa04141","Protein processing in endoplasmic reticulum - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa05020","Prion disease - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa05161","Hepatitis B - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa05010","Alzheimer disease - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa04621","NOD-like receptor signaling pathway - Homo sapiens (human)"
"Q6UXS9","CASPC_HUMAN","hsa:100506742","path:hsa04210","Apoptosis - Homo sapiens (human)"
